gene_id,SRR1778917,SRR1778919,SRR1778921,SRR1778922,SRR1778923,SRR1778925,SRR1778927,SRR1778929,SRR1778930,SRR1778931,SRR1778932
gene-RGQ29_023388,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023396,0,0,1,0,0,0,1,2,2,0,1
gene-RGQ29_023397,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023405,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023416,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023429,0,0,0,0,0,15251,11,7,0,0,0
gene-RGQ29_023453,0,0,0,3,0,0,0,0,0,0,0
gene-RGQ29_023467,0,0,6,0,0,0,0,3,0,0,5
gene-RGQ29_023472,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023483,0,0,7,24,0,0,0,0,4,23,61
gene-RGQ29_023503,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023510,0,0,0,2,0,0,0,0,0,0,0
gene-RGQ29_023511,0,0,0,6,0,0,0,0,0,4,0
gene-RGQ29_023513,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023535,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023541,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023542,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023544,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023549,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023560,0,0,2314,313,783,0,1438,1080,1070,18,0
gene-RGQ29_023565,0,0,3,4,2,2,0,0,2,2,0
gene-RGQ29_023569,0,0,0,0,0,0,0,0,0,0,5
gene-RGQ29_023571,0,0,0,0,0,0,0,0,0,0,15
gene-RGQ29_023574,0,0,0,0,0,0,0,0,0,0,1
gene-RGQ29_023585,0,0,19,0,3,2,48,2,5,0,29
gene-RGQ29_023587,0,0,0,4,0,0,0,0,0,2,3
gene-RGQ29_023588,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023596,0,0,0,21,0,0,0,0,0,15,0
gene-RGQ29_023598,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023601,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023603,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023604,0,0,0,1,0,0,0,1,0,0,0
gene-RGQ29_023606,0,0,0,0,0,2,0,0,0,0,0
gene-RGQ29_023619,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023640,0,5,5,0,0,2,5,14,6,8,252
gene-RGQ29_023645,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023646,0,0,0,0,0,373,0,0,0,0,0
gene-RGQ29_023649,0,0,0,0,0,19253,17,1,0,0,0
gene-RGQ29_023651,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023653,0,0,0,0,0,1294,2,0,0,0,0
gene-RGQ29_023654,0,0,0,0,0,433,0,0,0,0,0
gene-RGQ29_023656,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023658,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023662,0,0,0,0,0,26,0,0,0,4,0
gene-RGQ29_023672,0,34,5,7,4,0,9,0,0,0,24
gene-RGQ29_023678,0,39,9,10,5,5,22,0,0,10,45
gene-RGQ29_023679,0,0,3,3,3,2,5,2,0,8,1
gene-RGQ29_023685,0,0,0,0,0,10,0,0,0,0,0
gene-RGQ29_023690,0,26,59,66,6,15,40,56,57,83,29
gene-RGQ29_023699,0,0,0,0,0,0,1,0,0,0,0
gene-RGQ29_023716,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023717,0,0,0,168,0,0,0,0,0,91,0
gene-RGQ29_023724,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023729,0,0,0,0,8,0,12,0,0,0,0
gene-RGQ29_023732,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023733,0,11,16,98,36,14,32,17,17,7,34
gene-RGQ29_023734,0,39,52,28,9,44,54,32,44,40,103
gene-RGQ29_023735,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023736,0,0,9,6,0,3,6,9,11,5,6
gene-RGQ29_023737,0,0,0,0,0,3,0,0,0,0,0
gene-RGQ29_023738,0,0,0,0,0,0,0,0,0,0,8
gene-RGQ29_023739,0,44,92,40,6,0,18,63,62,44,30
gene-RGQ29_023740,0,4,21,11,1,0,4,14,8,8,11
gene-RGQ29_023742,0,0,3,0,0,0,9,0,0,6,6
gene-RGQ29_023746,0,0,0,0,0,1985,0,0,0,0,0
gene-RGQ29_023747,0,0,0,0,0,8,0,0,0,0,0
gene-RGQ29_023750,0,0,0,0,0,0,0,0,0,13,3
gene-RGQ29_023759,0,0,0,14,0,0,0,0,0,13,0
gene-RGQ29_023762,0,0,0,51,3,863,0,0,0,28,0
gene-RGQ29_023763,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023764,0,0,0,5,0,0,0,0,0,0,0
gene-RGQ29_023773,0,0,2,1,0,2,0,0,0,0,0
gene-RGQ29_023775,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023778,0,3,2,0,0,0,0,0,0,4,0
gene-RGQ29_023781,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023784,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023785,0,0,10,0,0,0,6,17,5,3,4
gene-RGQ29_023802,0,4,8,0,0,5,8,4,9,14,5
gene-RGQ29_023811,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023823,0,0,0,0,0,0,6,0,0,0,0
gene-RGQ29_023827,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023828,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023829,0,558,100,9,12,0,10,22,13,6,19
gene-RGQ29_023831,0,6,0,0,0,0,0,0,0,0,0
gene-RGQ29_023833,0,6,0,0,0,1,0,0,0,3,0
gene-RGQ29_023834,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023845,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023848,0,0,0,17,0,0,0,0,0,21,0
gene-RGQ29_023855,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023871,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023882,0,0,0,7,0,0,0,0,0,3,0
gene-RGQ29_023883,0,6,0,8,0,0,0,7,5,0,0
gene-RGQ29_023884,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023890,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023892,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023928,0,8,0,0,0,0,0,0,0,0,0
gene-RGQ29_023929,0,76,1,0,0,0,0,0,1,0,0
gene-RGQ29_023931,0,52,0,0,0,0,0,0,0,0,0
gene-RGQ29_023940,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023941,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023945,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023950,0,0,3,0,0,0,0,0,0,10,0
gene-RGQ29_023959,0,0,0,0,0,2991,0,4,0,1056,0
gene-RGQ29_023968,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023969,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023970,0,324,20,109,41,12,24,7,17,9,9
gene-RGQ29_023971,0,340,0,135,50,0,8,0,8,0,0
gene-RGQ29_023974,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_023975,0,14,3,0,0,12,0,4,0,0,0
gene-RGQ29_023992,0,54,21,0,0,32,9,38,13,49,30
gene-RGQ29_024009,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024025,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024026,0,0,0,0,0,0,0,0,0,0,2
gene-RGQ29_024029,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024032,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024038,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024042,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024043,0,79,0,0,0,6,0,0,0,0,10
gene-RGQ29_024048,0,0,3,0,0,2,0,0,0,0,2
gene-RGQ29_024055,0,0,3,0,0,12,0,0,0,0,0
gene-RGQ29_024066,0,0,0,0,0,8,11,0,7,25,937
gene-RGQ29_024070,0,2,6,0,0,1428,10,4,0,15,791
gene-RGQ29_024071,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024072,0,0,0,0,0,0,0,0,0,1,0
gene-RGQ29_024073,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024078,0,0,0,0,0,0,0,0,0,0,7
gene-RGQ29_024089,0,0,0,0,0,5,0,0,0,0,0
gene-RGQ29_024099,0,0,0,0,0,13,0,0,0,0,0
gene-RGQ29_024100,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024101,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024102,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024105,0,12,58,14,2,19,56,20,17,11,19
gene-RGQ29_024106,0,17,25,9,0,0,9,8,6,10,0
gene-RGQ29_024107,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024108,0,180,329,64,7,0,93,233,175,296,15
gene-RGQ29_024109,0,26,21,7,0,0,7,18,10,19,8
gene-RGQ29_024113,0,50,76,27,0,0,17,52,37,55,0
gene-RGQ29_024114,0,20,22,8,0,0,8,12,13,19,7
gene-RGQ29_024142,0,0,0,0,0,0,0,0,0,0,2
gene-RGQ29_024143,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024146,0,0,0,0,0,325,0,0,0,5,0
gene-RGQ29_024148,0,0,1,0,0,9,0,0,0,1,0
gene-RGQ29_024179,0,2,10,7,2,3,11,2,5,6,5
gene-RGQ29_024188,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024189,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024192,0,0,0,0,0,0,0,0,0,138,0
gene-RGQ29_024193,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024218,0,0,0,0,0,0,0,0,0,4,0
gene-RGQ29_024256,0,0,3,0,2,0,1,0,0,2,0
gene-RGQ29_024267,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024281,0,0,0,3,0,0,2,0,0,0,0
gene-RGQ29_024282,0,0,0,0,3,0,0,0,0,0,0
gene-RGQ29_024284,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024286,0,0,43,0,0,0,41,27,29,86,138
gene-RGQ29_024287,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024290,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024306,0,0,0,0,0,0,1,0,0,0,0
gene-RGQ29_024308,0,0,10,0,0,4,8,0,11,7,20
gene-RGQ29_024313,0,0,0,0,0,10,0,0,0,0,0
gene-RGQ29_024314,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024315,0,4,0,8,0,0,0,0,0,0,0
gene-RGQ29_024317,0,4,0,3,0,0,0,0,0,0,0
gene-RGQ29_024318,0,8,0,9,0,0,0,0,0,0,0
gene-RGQ29_024319,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024320,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024326,0,0,4,0,0,0,0,0,6,9,4
gene-RGQ29_024327,0,0,0,0,0,0,0,3,0,0,0
gene-RGQ29_024342,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024344,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024347,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024348,0,0,0,0,0,23,0,0,0,0,0
gene-RGQ29_024349,0,0,0,0,0,0,2,0,0,214,0
gene-RGQ29_024350,0,0,0,0,2,0,0,2,0,0,0
gene-RGQ29_024351,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024352,0,1,16,12,2,3,5,3,4,12,13
gene-RGQ29_024356,0,0,0,0,0,3,0,0,0,0,0
gene-RGQ29_024363,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024367,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024368,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024371,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024372,0,0,0,3,0,23,0,0,0,0,14
gene-RGQ29_024376,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024379,0,7,12,0,0,6,12,4,5,16,7
gene-RGQ29_024380,0,2,3,0,0,2,3,1,4,4,0
gene-RGQ29_024381,0,0,0,3,0,0,0,5,0,0,0
gene-RGQ29_024383,0,0,0,0,0,222,0,0,0,0,0
gene-RGQ29_024384,0,0,0,0,0,60,1,0,0,0,0
gene-RGQ29_024385,0,0,0,0,0,57,1,0,0,0,0
gene-RGQ29_024390,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024394,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024395,0,0,0,0,0,24,0,0,0,0,0
gene-RGQ29_024396,0,0,0,0,0,2,0,0,0,0,0
gene-RGQ29_024397,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024409,0,0,0,0,0,6,0,0,0,0,0
gene-RGQ29_024410,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024411,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024412,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024422,0,0,2,0,3,0,3,0,2,0,1
gene-RGQ29_024430,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024440,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024445,0,0,8,4,0,2,8,2,5,6,3
gene-RGQ29_024452,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024472,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024477,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024478,0,0,0,14,0,81,0,0,0,70,0
gene-RGQ29_024480,0,0,0,0,0,0,0,0,0,1,0
gene-RGQ29_024481,0,2,94,0,8,0,165,34,26,8,0
gene-RGQ29_024483,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024484,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024485,0,0,2,0,0,0,0,0,0,2,0
gene-RGQ29_024492,0,0,10,0,0,0,13,0,7,16,0
gene-RGQ29_024493,0,36,86,0,0,22,81,50,54,98,35
gene-RGQ29_024494,0,21,65,0,0,14,85,38,49,92,48
gene-RGQ29_024495,0,0,16,0,0,0,23,8,21,29,12
gene-RGQ29_024496,0,0,1,0,0,0,0,0,0,0,0
gene-RGQ29_024498,0,0,7,0,0,0,0,5,4,0,0
gene-RGQ29_024500,0,0,15,0,0,0,0,0,4,0,0
gene-RGQ29_024504,0,0,3,7,0,0,0,4,0,0,0
gene-RGQ29_024507,0,8,6,13,0,6,5,5,10,13,8
gene-RGQ29_024510,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024511,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024521,0,0,3,0,0,7,22,0,4,0,0
gene-RGQ29_024522,0,0,0,0,0,2,19,2,0,0,0
gene-RGQ29_024524,0,0,6,0,0,3,40,5,3,0,0
gene-RGQ29_024526,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024537,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024538,0,0,3,4,17,6,29,6,3,3,0
gene-RGQ29_024540,0,0,0,0,6,8,97,0,0,4,0
gene-RGQ29_024541,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024542,0,0,5,0,23,0,23,4,0,0,0
gene-RGQ29_024545,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024566,0,0,0,0,0,3,0,0,0,0,0
gene-RGQ29_024567,0,0,0,0,0,24,0,0,0,0,0
gene-RGQ29_024573,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024574,0,0,14,0,0,2,13,7,4,5,10
gene-RGQ29_024578,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024579,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024580,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024582,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024586,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024587,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024589,0,0,11,0,0,0,25,0,8,11,0
gene-RGQ29_024590,0,0,26,0,0,0,15,35,14,31,0
gene-RGQ29_024592,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024594,0,0,0,13,0,142,7,0,0,3,0
gene-RGQ29_024597,0,0,7,11,0,0,11,0,8,0,0
gene-RGQ29_024617,0,0,24,3,15,6,59,18,17,0,0
gene-RGQ29_024638,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024676,0,4,30,0,0,21,16,37,21,28,6
gene-RGQ29_024678,0,0,70,0,0,0,66,30,43,11,23
gene-RGQ29_024679,0,0,0,0,0,0,3,0,0,0,0
gene-RGQ29_024683,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024692,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024693,0,0,0,2,0,30,0,0,0,0,0
gene-RGQ29_024694,0,0,0,0,0,24,0,0,0,0,0
gene-RGQ29_024696,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024698,0,2,6,0,0,0,0,8,5,0,2
gene-RGQ29_024700,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024706,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024707,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024719,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024721,0,0,0,0,0,8,0,0,0,0,0
gene-RGQ29_024722,0,53,0,0,5,0,0,0,0,0,0
gene-RGQ29_024735,0,0,0,0,0,0,0,0,0,1,0
gene-RGQ29_024736,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024737,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024738,0,8,0,17,0,43,15,5,0,38,11
gene-RGQ29_024742,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024743,0,0,0,6,0,0,3,0,0,0,0
gene-RGQ29_024745,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024757,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024758,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024764,0,0,0,31,0,0,0,0,0,102,0
gene-RGQ29_024765,0,0,0,190,0,0,0,0,0,685,0
gene-RGQ29_024766,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024767,0,0,0,0,0,5,0,0,3,4,4
gene-RGQ29_024777,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024784,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024803,0,13,0,0,0,28,0,0,0,0,0
gene-RGQ29_024810,0,0,3,0,0,0,0,1,0,1,0
gene-RGQ29_024811,0,0,0,9,0,0,0,0,0,3,0
gene-RGQ29_024826,0,33,1,4,0,1,0,3,0,40,0
gene-RGQ29_024827,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024831,0,0,0,0,0,0,0,0,0,19,0
gene-RGQ29_024836,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024845,0,0,0,3,0,0,0,0,0,0,0
gene-RGQ29_024846,0,0,0,10,0,0,0,0,0,43,0
gene-RGQ29_024849,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024851,0,0,80,47,7,0,13,18,19,31,9
gene-RGQ29_024858,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024870,0,10,41,0,0,7,47,43,29,20,16
gene-RGQ29_024876,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024897,0,0,0,0,0,0,0,0,0,1,0
gene-RGQ29_024918,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024923,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024927,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024939,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024950,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024956,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024959,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024962,0,34,0,24,0,0,0,0,0,0,0
gene-RGQ29_024964,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024978,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024985,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024988,0,6,0,0,0,14,0,6,0,0,7
gene-RGQ29_024990,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_024992,0,0,0,8,0,0,0,0,0,0,0
gene-RGQ29_024998,0,0,0,0,0,11,0,0,0,0,0
gene-RGQ29_025003,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025008,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025010,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025017,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025032,0,39,264,74,0,0,25,181,164,21,59
gene-RGQ29_025038,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025040,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025051,0,2,2,5,0,162,3,3,1,1,1
gene-RGQ29_025053,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025058,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025059,0,0,13,0,0,3,30,9,13,11,13
gene-RGQ29_025060,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025064,0,2,0,59,0,0,3,2,0,89,0
gene-RGQ29_025074,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025085,0,0,4,0,0,1241,0,0,0,0,13
gene-RGQ29_025093,0,0,0,5,0,0,0,0,0,0,0
gene-RGQ29_025094,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025100,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025101,0,0,0,0,0,20,0,0,0,0,0
gene-RGQ29_025103,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025104,0,0,0,1,0,30,0,0,0,7,0
gene-RGQ29_025124,0,125,130,0,0,185,204,92,65,251,195
gene-RGQ29_025125,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025136,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025138,0,0,0,0,0,15,0,0,8,0,18
gene-RGQ29_025142,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025143,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025144,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025157,0,0,0,6,0,44,0,0,0,15,0
gene-RGQ29_025162,0,0,0,0,0,0,0,0,0,0,1
gene-RGQ29_025168,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025186,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025189,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025191,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025192,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025204,0,0,3,4,7,2,2,0,0,5,0
gene-RGQ29_025208,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025212,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025220,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025221,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025241,0,9,52,11,8,0,55,36,22,39,0
gene-RGQ29_025242,0,0,2,0,0,5,9,25,0,6,287
gene-RGQ29_025252,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025255,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025256,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025260,0,0,7,0,0,0,0,0,7,0,0
gene-RGQ29_025266,0,74,5,2,2,0,3,4,2,22,5
gene-RGQ29_025267,0,14,4,6,1,0,2,5,2,10,1
gene-RGQ29_025268,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025279,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025285,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025286,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025289,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025291,0,13,17,0,0,0,0,0,3,2,0
gene-RGQ29_025292,0,11,38,18,9,0,4,32,10,0,8
gene-RGQ29_025294,0,4,0,0,0,0,0,0,0,0,0
gene-RGQ29_025298,0,21,25,4,2,1,10,16,8,5,26
gene-RGQ29_025311,0,0,45,6,7,0,48,7,9,3,10
gene-RGQ29_025312,0,0,0,7,0,0,0,0,0,125,0
gene-RGQ29_025331,0,0,0,0,0,9,0,0,0,11,0
gene-RGQ29_025371,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025377,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025389,0,0,3,0,4,0,0,0,0,0,0
gene-RGQ29_025390,0,0,0,0,0,0,0,0,0,2,0
gene-RGQ29_025398,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025420,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025430,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025432,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025433,0,6,10,0,0,0,0,8,6,0,14
gene-RGQ29_025434,0,0,0,0,0,0,0,4,0,0,0
gene-RGQ29_025439,0,4,2,5,0,0,0,3,0,3,5
gene-RGQ29_025447,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025456,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025462,0,10,17,30,4,4,9,24,15,22,20
gene-RGQ29_025472,0,0,0,0,0,364,0,0,0,0,0
gene-RGQ29_025475,0,0,0,0,0,318,0,0,0,0,0
gene-RGQ29_025485,0,0,0,0,0,0,0,0,0,2,0
gene-RGQ29_025489,0,0,0,15,4,5,4,0,0,24,0
gene-RGQ29_025490,0,0,0,76,0,0,0,0,0,61,0
gene-RGQ29_025493,0,0,5,5,0,0,0,0,0,6,0
gene-RGQ29_025494,0,0,0,0,0,0,0,3,0,0,0
gene-RGQ29_025499,0,55,0,0,0,0,0,0,0,20,0
gene-RGQ29_025500,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025501,0,44,203,27,19,0,63,111,78,22,11
gene-RGQ29_025506,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025507,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025511,0,0,106,9,0,3886,4,102,59,17,74
gene-RGQ29_025533,0,0,1,3,0,0,0,0,0,0,0
gene-RGQ29_025534,0,2,2,14,3,0,1,0,0,0,0
gene-RGQ29_025537,0,0,26,28,6,3,37,13,12,27,13
gene-RGQ29_025538,0,0,0,0,0,0,0,0,3,0,10
gene-RGQ29_025543,0,0,0,0,0,885,3,0,0,3,0
gene-RGQ29_025551,0,0,1,4,0,4,2,0,0,26,12
gene-RGQ29_025561,0,0,0,0,0,15,0,0,0,0,0
gene-RGQ29_025566,0,31,117,0,0,9,80,50,52,59,59
gene-RGQ29_025568,0,6,78,61,29,0,85,30,52,24,25
gene-RGQ29_025569,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025571,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025573,0,0,0,0,0,0,0,0,0,0,0
gene-RGQ29_025578,0,0,0,0,0,0,0,0,0,0,0
